concept_id,part_of_speech,lemmas,arabizi,english_lemmas,gloss,english_gloss
79183,2,غالي,ghali,expensive,NO_GLOSS,high in price or charging high prices
79216,2,عميق,3ami9,cryptic | cryptical | deep | inscrutable | mysterious | mystifying,NO_GLOSS,of an obscure nature
79326,2,مخلص,mokhliS,faithful,NO_GLOSS,steadfast in affection or allegiance
79337,2,مخلص,mokhliS,loyal,NO_GLOSS,steadfast in allegiance or duty
79367,2,غريب,ghrib,strange | unusual,NO_GLOSS,being definitely out of the ordinary and unexpected; slightly odd or even a bit weird
79426,2,سريع,sri3,quick | speedy,NO_GLOSS,accomplished rapidly and without delay
79433,2,تقيل,t9il,slow,NO_GLOSS,not moving quickly; taking a comparatively long time
79470,2,طبّوزي,Tebbouzi,fat,NO_GLOSS,having much flesh (especially fat)
79606,2,لخر,lkher,concluding | final | last | terminal,NO_GLOSS,occurring at or forming an end or termination
79820,2,مزهار,mz8ar,lucky,NO_GLOSS,blessed with good fortune
79906,2,مرخي,mrkhi,loose,NO_GLOSS,not restrained or confined or attached
80073,2,وقت جزئي,w9t joz2i,part-time | parttime,NO_GLOSS,involving less than the standard or customary time for an activity
80256,2,مجيد,majiid,glorious,NO_GLOSS,having or deserving or conferring glory
80307,2,شرّير,chirrir,evil,NO_GLOSS,morally bad or wrong
80313,2,خايب,khayb,despicable | slimy | ugly | unworthy | vile | worthless | wretched,NO_GLOSS,morally reprehensible
80386,2,ممتنّ,momtann,grateful | thankful,NO_GLOSS,feeling or showing gratitude
80395,2,ناشط,nachT,happy,NO_GLOSS,enjoying or showing or marked by joy or pleasure or good fortune
80514,2,صحّي,Si77i,healthy,NO_GLOSS,having or indicating good health in body or mind; free from infirmity or disease
80747,2,عالي,3aali,high,NO_GLOSS,greater than normal in degree or intensity or amount
80818,2,نزيه,nazih,honest | honorable,NO_GLOSS,not disposed to cheat or defraud; not deceptive or fraudulent
80955,2,سخون,skhoun,hot,NO_GLOSS,used of physical heat; having a high or higher than desirable temperature or giving off heat or feeling or causing a sensation of heat or burning
80978,2,بارد,bard,cold,NO_GLOSS,used of physical coldness; having a low or inadequate temperature or feeling a sensation of coldness or having been made cold by e.g. ice or refrigeration
81037,2,وحشي,w7chi,barbarous | brutal | cruel | fell | roughshod | savage | vicious,NO_GLOSS,(of persons or their actions) able or disposed to inflict pain or suffering
81046,2,كوميدي,komidi,amusing | comic | comical | funny | laughable | mirthful | risible,NO_GLOSS,arousing or provoking laughter
81102,2,مهم,mo8im,important | of import,NO_GLOSS,of great significance or value
81109,2,رئيسي,ra2isi,chief | main | primary | principal,NO_GLOSS,most important element
81135,2,دراماتيكي,dramatiki,dramatic | spectacular | striking,NO_GLOSS,sensational in appearance or thrilling in effect
81341,2,مدنب,modnib,guilty,NO_GLOSS,responsible for or chargeable with a reprehensible act; or marked by guilt
81427,2,دكي,dki,intelligent,NO_GLOSS,having the capacity for thought and reason especially to a high degree
81574,2,فرحان,fr7an,glad,NO_GLOSS,showing or causing joy and pleasure; especially made happy
81605,2,متلي,mitli,gay | jocund | jolly | jovial | merry | mirthful,NO_GLOSS,full of or showing high-spirited merriment
81647,2,مشهور,mch8our,celebrated | famed | famous | far-famed | illustrious | notable | noted | renowned,NO_GLOSS,widely known and esteemed
81652,2,مجهول,mj8oul,unknown,NO_GLOSS,not known
81705,2,ضخم,Dakhm,enormous | tremendous,NO_GLOSS,extraordinarily large in size or extent or amount or power or degree
81711,2,عضيم,3aDim,great,NO_GLOSS,relatively large in size or number or extent; larger than others of its kind
81740,2,صغيوّر,sghiwwer,bantam | diminutive | flyspeck | lilliputian | midget | petite | tiny,NO_GLOSS,very small
81795,2,قانوني,9aanouni,legal,NO_GLOSS,established by or founded upon law or official or accepted rules
81803,2,غير قانوني,ghayr 9anoni,illegal,NO_GLOSS,prohibited by law or by official or accepted rules
82048,2,قصير,9Sir,short,NO_GLOSS,primarily temporal sense; indicating or being or seeming to be limited in duration
82109,2,مجهّد,mj88d,loud,NO_GLOSS,characterized by or producing sound of great volume or intensity
82166,2,عزيز,3ziz,beloved | darling | dear,NO_GLOSS,dearly loved
82262,2,دكري,dakari,male,NO_GLOSS,being the sex (of plant or animal) that produces gametes (spermatozoa) that perform the fertilizing function in generation
82268,2,أُنتوي,ontawi,female,NO_GLOSS,being the sex (of plant or animal) that produces fertilizable gametes (ova) from which offspring develop
82379,2,لحدّ,l7dd,maximal | maximum,NO_GLOSS,the greatest or most complete or best possible
82596,2,معتادل,m3tadl,moderate,NO_GLOSS,being within reasonable or average limits; not excessive or extreme
82714,2,عرّام,3rram,numerous,NO_GLOSS,amounting to a large indefinite number
82789,2,واڭف,wagf,inactive | motionless | static | still,NO_GLOSS,not in physical motion
82812,2,دولي,dawli,international,NO_GLOSS,concerning or belonging to all or at least two or more nations
82865,2,ضروري,Darouri,necessary,NO_GLOSS,absolutely essential
82898,2,زوين,zwin,nice,NO_GLOSS,pleasant or pleasing or agreeable in nature or appearance
82933,2,معدّل,mo3ddal,average | mean,NO_GLOSS,approximating the statistical norm or average or expected value
82995,2,شمالي,chamali,northern,NO_GLOSS,in or characteristic of a region of the United States north of (approximately) the Mason-Dixon line
83107,2,تايعيّف,tay3yyef,disgustful | disgusting | distasteful | foul | loathly | loathsome | repellant | repellent | repelling | revolting | skanky | wicked | yucky,NO_GLOSS,highly offensive; arousing aversion or disgust
83280,2,مسدود,mesdoud,closed,NO_GLOSS,not open or affording passage or access
83412,2,خارق للعادة,khari9 lil3ada,extraordinary,NO_GLOSS,beyond what is ordinary or usual; highly unusual or exceptional or remarkable
83475,2,عيّان,3yyan,banal | commonplace | hackneyed | old-hat | shopworn | stock | threadbare | timeworn | tired | trite | well-worn,NO_GLOSS,repeated too often; overfamiliar through overuse
83623,2,خام,khaam,raw | sensitive | sore | tender,NO_GLOSS,hurting
83769,2,صبّار,Sbbar,patient,NO_GLOSS,enduring trying circumstances with even temper or characterized by such endurance
83800,2,امن,2aamn,peaceful,NO_GLOSS,not disturbed by strife or turmoil or war
83877,2,مؤقّت,mo299at,impermanent | temporary,NO_GLOSS,not permanent; not lasting
84138,2,ممتع,momti3,pleasant,NO_GLOSS,affording pleasure; being in harmony with your taste or likings
84167,2,مريض,mriD,disgusted | fed up | sick | sick of | tired of,NO_GLOSS,having a strong distaste from surfeit
84221,2,سياسي,syasi,political,NO_GLOSS,involving or characteristic of politics or parties or politicians
84245,2,سلبي,silbi,negative,NO_GLOSS,characterized by or displaying negation or denial or opposition or resistance; having no positive features
84273,2,مستحيل,mosta7il,impossible,NO_GLOSS,not capable of occurring or being accomplished or dealt with
84286,2,قوي,9wi,powerful,NO_GLOSS,having great power or force or potency or effect
84470,2,خاصّ,khaSS,private,NO_GLOSS,confined to particular persons or groups or providing privacy
84640,2,فخور,fakhour,proud,NO_GLOSS,feeling self-respect or pleasure in something by which you measure your self-worth; or being a reason for pride
84641,2,مغرور,mghrour,arrogant | chesty | self-important,NO_GLOSS,having or showing feelings of unwarranted importance out of overbearing pride
84786,2,كمّي,kammi,quantitative,NO_GLOSS,expressible as a quantity or relating to or susceptible of measurement
84812,2,سكّوتي,skkouti,silent | soundless | still,NO_GLOSS,marked by absence of sound
84831,2,هاديء,8adi2,quiet,NO_GLOSS,characterized by an absence or near absence of agitation or activity
84877,2,واجد,wajd,ready,NO_GLOSS,completely prepared or in condition for immediate action or use or progress
84888,2,حقيقية,7a9i9ia,existent | real,NO_GLOSS,being or occurring in fact or actuality; having verified existence; not illusory
85022,2,يومي,yawmi,daily | day-after-day | day-to-day | every day,NO_GLOSS,occurring or done each day
85476,2,دائري,da2iri,circular | round,NO_GLOSS,having a circular shape
85569,2,مقدّس,mo9ddas,hallowed | sacred,NO_GLOSS,worthy of religious veneration
85579,2,ديني,dini,religious | spiritual,NO_GLOSS,concerned with sacred matters or religion or the church
85590,2,امن,aamin,safe,NO_GLOSS,free from danger or the risk of harm
85596,2,خطير,khaTir,dangerous | unsafe,NO_GLOSS,involving or causing danger or risk; liable to hurt or harm
85623,2,مطابق,mTab9,identical | indistinguishable,NO_GLOSS,exactly alike; incapable of being perceived as different
85628,2,متنوّع,mtnwwe3,assorted | various,NO_GLOSS,of many different kinds purposefully arranged but lacking any uniformity
85640,2,بحال,b7al,same,NO_GLOSS,same in identity
85643,2,لخرين,lkhrin,other,NO_GLOSS,not the same one or ones already mentioned or implied
85725,2,تيكنولوجي,tiknoloji,technological,NO_GLOSS,based in scientific and industrial progress
85762,2,سرّي,sirri,secret,NO_GLOSS,not open or public; kept private or not revealed
85897,2,مختالف,mkhtalf,discrete | distinct,NO_GLOSS,constituting a separate entity or part
86204,2,عمى,3ma,blind | unsighted,NO_GLOSS,unable to see
86301,2,بسيط,bsiT,simple,NO_GLOSS,having few parts; not complex or complicated or involved
86645,2,زوين,zwin,adept | expert | good | practiced | proficient | skilful | skillful,NO_GLOSS,having or showing knowledge and skill and aptitude
86704,2,ملس,mles,smooth,NO_GLOSS,having a surface free from roughness or bumps or ridges or irregularities
86849,2,قاسح,9as7,solid,NO_GLOSS,of definite shape and volume; firm; neither liquid nor gaseous
86857,2,سائل,sa2il,liquid,NO_GLOSS,existing as or having characteristics of a liquid; especially tending to flow
86913,2,نيّة,nyya,naif | naive,NO_GLOSS,marked by or showing unaffected simplicity and lack of guile or worldly experience
87058,2,ستاندار,standar,standard,NO_GLOSS,conforming to or constituting a standard of measurement or value; or of the usual or regularized or accepted kind
87211,2,صحيح,S7i7,strong,NO_GLOSS,having strength or power greater than average or expected
87267,2,ناجح,naaj7,successful,NO_GLOSS,having succeeded or being marked by a favorable outcome
87330,2,رائع,ra2i3,a-one | ace | crack | fantastic | first-rate | super | tiptop | topnotch | tops,NO_GLOSS,of the highest quality
87337,2,ممتاز,momtaz,excellent | fantabulous | first-class,NO_GLOSS,of the highest quality
87487,2,حلو,7lo,sweet,NO_GLOSS,having or denoting the characteristic taste of sugar
87639,2,لديد,ldid,delectable | delicious | luscious | pleasant-tasting | scrumptious | toothsome | yummy,NO_GLOSS,extremely pleasing to the sense of taste
87718,2,غليض,ghliD,thick,NO_GLOSS,not thin; of a specific thickness or of relatively great extent from one surface to the opposite usually in the smallest of the three solid dimensions
87729,2,رقيق,r9i9,thin,NO_GLOSS,of relatively small extent from one surface to the opposite or in cross section
87960,2,مسموم,msmoum,toxic,NO_GLOSS,of or relating to or caused by a toxin or poison
88024,2,صحيح,S7i7,true,NO_GLOSS,consistent with fact or reality; not false
88344,2,باين,bayn,seeable | visible,NO_GLOSS,capable of being seen; or open to easy view
88351,2,ماباينش,mabaynch,invisible | unseeable,NO_GLOSS,impossible or nearly impossible to see; imperceptible by the eye
88353,2,مخبّي,mkhbbi,concealed | hidden | out of sight,NO_GLOSS,not accessible to view
88419,2,دافي,dafi,warm,NO_GLOSS,having or producing a comfortable and agreeable degree of heat or imparting or maintaining heat
88423,2,بارد,bard,cool,NO_GLOSS,neither warm nor very cold; giving relief from heat
88534,2,فازڭ,fazg,damp | dampish | moist,NO_GLOSS,slightly wet
88666,2,حمق,7m9,foolish,NO_GLOSS,devoid of good sense or judgment
88669,2,عبيط,3abiT,cockamamie | cockamamy | goofy | sappy | silly | wacky | whacky | zany,NO_GLOSS,"ludicrous, foolish"
90019,2,حربي,7rbi,military,NO_GLOSS,of or relating to the study of the principles of warfare
90204,2,ملكي,malaki,royal,NO_GLOSS,of or relating to or indicative of or issued or performed by a king or queen or other monarch
90229,2,علمي,3ilmi,scientific,NO_GLOSS,of or relating to the practice of science
90417,2,حضاري,7aDari,urban,NO_GLOSS,relating to or concerned with a city or densely populated area
90476,2,أدبي,adabi,literary,NO_GLOSS,of or relating to or characteristic of literature
90561,2,لغوي,loghawi,lingual | linguistic,NO_GLOSS,consisting of or related to language
90766,2,شيوعي,choyou3i,communist | communistic,NO_GLOSS,relating to or marked by communism
90920,2,تقافي,ta9afi,cultural,NO_GLOSS,of or relating to the arts and manners that a group favors
91057,2,تاريخي,tarikhi,historical,NO_GLOSS,of or relating to the study of history
91488,2,وطني,waTani,national,NO_GLOSS,of or relating to or belonging to a nation or country
91567,2,شتراكي,chtiraki,socialist | socialistic,NO_GLOSS,of or relating to or promoting or practicing socialism
91575,2,تطوّري,tTawwori,evolutionary,NO_GLOSS,of or relating to or produced by evolution
92637,3,تنفّس,tnffs,breathe | respire | suspire | take a breath,NO_GLOSS,"draw air into, and expel out of, the lungs"
92678,3,تحرّك,t7errek,act | behave | do,NO_GLOSS,behave in a certain manner; show a certain behavior; conduct or comport oneself
92715,3,تقاعد,t9a3d,bed | crawl in | go to bed | go to sleep | hit the hay | hit the sack | kip down | retire | sack out | turn in,NO_GLOSS,prepare for sleep
92718,3,فاق,fa9,arouse | awake | awaken | come alive | wake | wake up | waken,NO_GLOSS,stop sleeping
92763,3,بتاسم,btasm,smile,NO_GLOSS,"change one's facial expression by spreading the lips, often to signal pleasure"
92781,3,ضحك,D7k,express joy | express mirth | laugh,NO_GLOSS,produce laughter
92879,3,فتارض,ftarD,assume | don | get into | put on | wear,NO_GLOSS,put clothing on one's body
92962,3,بكا,bka,cry | weep,NO_GLOSS,"shed tears because of sadness, rage, or pain"
93035,3,عالج,3alj,bring around | cure | heal,NO_GLOSS,"provide a cure for, make healthy again"
93337,3,زاد,zad,increase,NO_GLOSS,become bigger or greater in amount
93423,3,حيّد,7yyed,remove | take | take away | withdraw,NO_GLOSS,"remove something concrete, as by lifting, pushing, or taking off, or remove something abstract"
93568,3,صحّح,S77e7,correct | rectify | right,NO_GLOSS,make right or correct
93597,3,عدّل,3ddel,ameliorate | amend | better | improve | meliorate,NO_GLOSS,to make better
93733,3,حدّ,7edd,bound | confine | limit | restrain | restrict | throttle | trammel,NO_GLOSS,place limits on  (extent or access)
93742,3,حدّ,7edd,circumscribe | confine | limit,NO_GLOSS,restrict or confine
93747,3,طوّق,Towwe9,curb | curtail | cut back | restrict,NO_GLOSS,place restrictions on
93791,3,ضوبل,Doubl,double | duplicate,NO_GLOSS,increase twofold
93863,3,صلح,Sle7,bushel | doctor | fix | furbish up | mend | repair | restore | touch on,NO_GLOSS,restore by replacing a part or putting together what is torn or broken
93981,3,لوّن,lowwen,color | color in | colorise | colorize | colour | colour in | colourise | colourize,NO_GLOSS,add color to
94172,3,طيّب,Teyyeb,bake,NO_GLOSS,cook and make edible by putting in a hot oven
94306,3,بدا,bda,begin | commence | get | get down | set about | set out | start | start out,NO_GLOSS,take the first step or steps in carrying out an action
94430,3,سخّن,skhkhen,heat | heat up,NO_GLOSS,make hot or hotter
94450,3,غلا,ghla,boil,NO_GLOSS,come to the boiling point and change from a liquid to vapor
94473,3,حوّل,7wwel,change over | shift | switch,NO_GLOSS,make a shift in or exchange of
94708,3,قطّع,9TT3,bring down | cut | cut back | cut down | reduce | trim | trim back | trim down,NO_GLOSS,cut down on; make a reduction in
94781,3,دوّب,dowweb,melt | melt down | run,NO_GLOSS,"reduce or cause to be reduced from a solid to a liquid state, usually by heating"
94853,3,أجّل,2ejjel,delay | detain | hold up,NO_GLOSS,cause to be slowed down or delayed
95603,3,تعلّم,t3llm,con | learn | memorise | memorize,NO_GLOSS,commit to memory; learn by heart
95686,3,فسّر,fsser,construe | interpret | see,NO_GLOSS,make sense of; assign a meaning to
95695,3,قرا,9ra,read,NO_GLOSS,interpret something that is written or printed
95735,3,حلّ,7ell,figure out | lick | puzzle out | solve | work | work out,NO_GLOSS,find the solution to  (a problem or question) or understand the meaning of
95762,3,سلت,slt,deduct | subtract | take off,NO_GLOSS,make a subtraction
95777,3,حلّل,7ellel,analyse | analyze | canvas | canvass | examine | study,NO_GLOSS,consider in detail and subject to an analysis in order to discover essential features or meaning
95780,3,سمّا,smma,diagnose | name,NO_GLOSS,determine or distinguish the nature of a problem or an illness through a diagnostic analysis
95795,3,كتاشف,ktachf,explore | research | search,NO_GLOSS,inquire into
95855,3,قلّب,9lleb,check | check into | check out | check over | check up on | go over | look into | suss out,NO_GLOSS,"examine so as to determine accuracy, quality, or condition"
95883,3,تحمّل,t7mmel,abide | bear | brook | digest | endure | put up | stand | stick out | stomach | suffer | support | tolerate,NO_GLOSS,put up with something or somebody unpleasant
95911,3,ختار,khtar,choose | pick out | select | take,NO_GLOSS,"pick out, select, or choose from a number of alternatives"
95975,3,عوّل,3wwl,bank | rely | swear | trust,NO_GLOSS,have confidence or faith in
95999,3,حتارم,7tarm,esteem | prise | prize | respect | value,NO_GLOSS,regard highly; think much of
96015,3,قرّر,9rrer,decide | determine | make up one's mind,NO_GLOSS,"reach, make, or come to a decision about something"
96091,3,رتابط,rtabeT,associate | colligate | connect | link | link up | relate | tie in,NO_GLOSS,make a logical or causal connection
96145,3,فاجأ,faje2,surprise,NO_GLOSS,cause to be surprised
96280,3,طلب,Tleb,bespeak | call for | quest | request,NO_GLOSS,express the need or desire for; ask for
96289,3,طلب,Tlb,demand,NO_GLOSS,request urgently and forcefully
96312,3,صلّا,Slla,pray,NO_GLOSS,address God; say a prayer
96443,3,عيط,3yeT,call | call up | phone | ring | telephone,NO_GLOSS,get or try to get into communication (with someone) by telephone
96502,3,خلّا,khlla,allow | countenance | let | permit,NO_GLOSS,"consent to, give permission"
96512,3,اتفق,ttaf9,agree | concord | concur | hold,NO_GLOSS,be in accord; be in agreement
96520,3,عتارض,3tarD,object,NO_GLOSS,express or raise an objection or protest or criticism or express dissent
96526,3,قابل,9aabel,interview | question,NO_GLOSS,"conduct an interview in television, newspaper, and radio reporting"
96555,3,جاوب,jawb,answer | reply | respond,NO_GLOSS,reply or respond to
96558,3,نكر,nkr,deny,NO_GLOSS,declare untrue; contradict
96573,3,عتارف,3tarf,confess | fink | shrive | squeal,NO_GLOSS,"confess to a punishable or reprehensible deed, usually under pressure"
96651,3,أتّر,2ttr,affect | dissemble | feign | pretend | sham,NO_GLOSS,make believe with the intent to deceive
96695,3,سبّ,sbb,affront | diss | insult,NO_GLOSS,"treat, mention, or speak to rudely"
96772,3,لعن,l3en,anathemise | anathemize | bedamn | beshrew | curse | damn | imprecate | maledict,NO_GLOSS,wish harm upon; invoke evil upon
96774,3,بارك,baark,bless,NO_GLOSS,give a benediction to
96802,3,نصح,nSe7,advise | counsel | rede,NO_GLOSS,give advice to
96811,3,نصح,nSe7,advise | propose | suggest,NO_GLOSS,"make a proposal, declare a plan for something"
96841,3,هنّأ,8enne2,compliment | congratulate,NO_GLOSS,say something to someone that expresses praise
96854,3,أكّد,2ekked,assure | promise,NO_GLOSS,make a promise or commitment
96893,3,شكر,chker,give thanks | thank,NO_GLOSS,express gratitude or show appreciation to
96948,3,سامح,sam7,forgive,NO_GLOSS,stop blaming or grant forgiveness
96990,3,غوّت,ghwwt,shout,NO_GLOSS,utter in a loud voice; talk in a loud voice (usually denoting characteristic manner of speaking)
96992,3,عيط,3yeT,call | cry | holler | hollo | scream | shout | shout out | squall | yell,NO_GLOSS,utter a sudden loud cry
97019,3,تحاطّ,t7aTT,bet | wager,NO_GLOSS,maintain with or as if with a bet
97144,3,عدّد,3dded,list | name,NO_GLOSS,give or make a list of; name individually; give the names of
97153,3,حسب,7sb,count | enumerate | number | numerate,NO_GLOSS,determine the number or amount of
97200,3,عاود,3awd,ingeminate | iterate | reiterate | repeat | restate | retell,NO_GLOSS,"to say, state, or perform again"
97220,3,دوا,dwa,speak | talk,NO_GLOSS,exchange thoughts; talk with
97332,3,وصف,wSf,depict | describe | draw,NO_GLOSS,give a description of
97375,3,سينا,sina,sign | subscribe,NO_GLOSS,mark with one's signature; write one's name (on)
97410,3,تيرا,tira,photograph | shoot | snap,NO_GLOSS,record on photographic film
97490,3,كمّل,kemmel,complete | fill in | fill out | make out,NO_GLOSS,write all the required information onto a form
97507,3,أشار,achaar,advert | bring up | cite | mention | name | refer,NO_GLOSS,make reference to
97528,3,عيط,3yeT,call | name,NO_GLOSS,assign a specified (usually proper) proper name to
97554,3,تناقش,tna9ch,discourse | discuss | talk about,NO_GLOSS,to consider or examine in speech or writing
97572,3,دردش,drdech,chaffer | chat | chatter | chew the fat | chitchat | claver | confab | confabulate | gossip | jaw | natter | shoot the breeze | visit,NO_GLOSS,talk socially without exchanging too much information
97943,3,غلب,ghlb,defeat | get the better of | overcome,NO_GLOSS,win a victory over
98000,3,هجم,8jem,assail | attack,NO_GLOSS,launch an attack or assault on; begin hostilities or start warfare with
98050,3,حاما,7ama,protect,NO_GLOSS,"shield from danger, injury, destruction, or damage"
98144,3,طارد,Taared,hunt | hunt down | run | track down,NO_GLOSS,pursue for food or sport (as of wild animals)
98184,3,بغا,bgha,aim | direct | take | take aim | train,NO_GLOSS,"aim or direct at; as of blows, weapons, or objects such as photographic equipment"
98221,3,طبّق,Tbbe9,apply | employ | use | utilise | utilize,NO_GLOSS,put into service; make work or employ           (something) for a particular purpose or for its inherent or natural purpose
98416,3,كما,kma,smoke,NO_GLOSS,"inhale and exhale smoke from cigarettes, cigars, pipes"
98437,3,قتل,9tl,belt down | bolt down | down | drink down | kill | pop | pour down | toss off,NO_GLOSS,drink down entirely
98530,3,نخارط,nkharT,adhere | cleave | cling | cohere | stick,NO_GLOSS,come or be in close contact with; stick or hold together and resist separation
98766,3,قشّر,9chcher,pare | peel | skin,NO_GLOSS,strip the skin off
98810,3,غسل,ghsl,rinse | wash,NO_GLOSS,clean with some chemical process
98886,3,لوا,lwa,wrap | wrap up,NO_GLOSS,arrange or fold as a cover or protection
99035,3,حفر,7fr,cut into | delve | dig | turn over,NO_GLOSS,"turn up, loosen, or remove earth"
99066,3,قلّب,9llb,look for | search | seek,NO_GLOSS,"try to locate or discover, or try to establish the existence of"
99154,3,غطّا,ghTTa,cover,NO_GLOSS,provide with a covering or cause to be covered
99267,3,اتصل,ttaSel,connect | link | link up | tie,NO_GLOSS,"connect, fasten, or put together two or more pieces"
99412,3,جمع,jm3,collect | garner | gather | pull together,NO_GLOSS,assemble or get together
99603,3,بلوكا,bloka,plug | punch,NO_GLOSS,deliver a quick blow to
99639,3,دخل,dkhel,enter | infix | insert | introduce,NO_GLOSS,put or introduce into something
99663,3,فرڭع,frg3,bang | be intimate | bed | bonk | do it | eff | fuck | get it on | get laid | have a go at it | have intercourse | have it away | have it off | have sex | hump | jazz | know | lie with | love | make love | make out | roll in the hay | screw | sleep with,NO_GLOSS,have sexual intercourse with
99756,3,عضّ,3eDD,bite | seize with teeth,NO_GLOSS,"to grip, cut off, or tear with or as if with the teeth or jaws"
99762,3,ورّك,wrrk,press,NO_GLOSS,exert pressure or force to or upon
99839,3,رتّب,rttb,arrange | set up,NO_GLOSS,put into a proper or systematic order
99887,3,طلق,Tle9,let go | let go of | release | relinquish,NO_GLOSS,"release, as from one's grip"
99925,3,علّق,3elle9,hang,NO_GLOSS,be suspended or hanging
100062,3,لاح,la7,throw,NO_GLOSS,project through the air
100073,3,قطّع,9TT3,cut | switch off | turn off | turn out,NO_GLOSS,cause to stop operating by disengaging a switch
100193,3,مسح,ms7,clean | make clean,NO_GLOSS,"make clean by removing dirt, filth, or unwanted substances from"
100259,3,وڭف,wgef,stand | stand up,NO_GLOSS,be standing; be upright
100362,3,غرس,ghres,plant | set,NO_GLOSS,"put or set (seeds, seedlings, or plants) into the ground"
100373,3,تبّت,tbbet,instal | install | put in | set up,NO_GLOSS,set up for use
100639,3,صاوب,Sawb,create | make,NO_GLOSS,make or cause to be or to become
100684,3,نشء,nche2,bring forth | generate,NO_GLOSS,bring into existence
100701,3,بتاكر,btaker,contrive | devise | excogitate | forge | formulate | invent,NO_GLOSS,"come up with  (an idea, plan, explanation, theory, or principle) after a mental effort"
100721,3,حلم,7lm,daydream | dream | stargaze | woolgather,NO_GLOSS,have a daydream; indulge in a fantasy
100911,3,زيّن,zyyen,adorn | beautify | decorate | embellish | grace | ornament,NO_GLOSS,"make more attractive by adding ornament, colour, etc."
100959,3,صبغ,Sbegh,paint,NO_GLOSS,make a painting
101236,3,نسخ,nsekh,copy | imitate | simulate,NO_GLOSS,reproduce someone's behavior or looks
101351,3,تشطن,tchTen,worry,NO_GLOSS,"be worried, concerned, anxious, troubled, or uneasy"
101385,3,كره,kr8,detest | hate,NO_GLOSS,dislike intensely; feel antipathy or aversion towards
101396,3,كره,kre8,dislike,NO_GLOSS,have or feel a dislike or distaste for
101489,3,ندم,ndm,regret | repent | rue,NO_GLOSS,feel remorse for; feel sorry for; be contrite about
101604,3,نشط,nchT,bask | enjoy | relish | savor | savour,NO_GLOSS,derive or receive pleasure from; get enjoyment from; take pleasure in
101623,3,تمنّا,tmnna,wish,NO_GLOSS,hope for; have a wish
101634,3,فضّل,fDDel,prefer,NO_GLOSS,like better; value more highly
101635,3,بغا,bgha,desire | hope | trust,NO_GLOSS,expect and wish
101641,3,تعجب,tt3jeb,admire | look up to,NO_GLOSS,feel admiration for
101674,3,مشا,mcha,go | locomote | move | travel,NO_GLOSS,"change location; move, travel, or proceed"
101729,3,غادر,ghader,depart | go | go away,NO_GLOSS,move away from a place into another direction
101731,3,جا,ja,come | come up,NO_GLOSS,"move toward, travel toward something or somebody or approach something or somebody"
101753,3,نقل,n9el,transfer | transplant,NO_GLOSS,lift and reset in another soil or situation
101808,3,تكركب,tkerkeb,roll | turn over,NO_GLOSS,move by turning over or rotating
101829,3,مسح,mse7,brush | sweep,NO_GLOSS,sweep across or over
101887,3,صبّ,Sbb,cast | drift | ramble | range | roam | roll | rove | stray | swan | tramp | vagabond | wander,NO_GLOSS,"move about aimlessly or without any destination, often in search of food or employment"
101927,3,حرّك,7errek,agitate | shake,NO_GLOSS,move or cause to move back and forth
102015,3,تمشّا,tmchcha,walk,NO_GLOSS,use one's feet to advance; advance by steps
102096,3,تسلّق,tselle9,climb | climb up | go up | mount,NO_GLOSS,go upward with gradual or continuous progress
102133,3,خطا,khTa,step,NO_GLOSS,shift or move by taking a step
102193,3,طار,Tar,fly | wing,NO_GLOSS,travel through the air; be airborne
102304,3,عام,3am,swim,NO_GLOSS,travel through water
102345,3,نشء,nche2,arise | come up | go up | lift | move up | rise | uprise,NO_GLOSS,move upward
102359,3,طاح,Ta7,fall,NO_GLOSS,descend in free fall under the influence of gravity
102360,3,فرشخ,frchekh,crash,NO_GLOSS,fall or come down violently
102369,3,ناض,naD,bring up | elevate | get up | lift | raise,NO_GLOSS,raise from a lower to a higher position
102430,3,كدب,kdb,lie | lie down,NO_GLOSS,assume a reclining position
102491,3,تمشّا,tmechcha,march | process,NO_GLOSS,march in a procession
102500,3,تبع,tb3,follow,NO_GLOSS,"to travel behind, go after, come after"
102517,3,طارد,Taard,chase | chase after | dog | give chase | go after | tag | tail | track | trail,NO_GLOSS,go after with the intent to catch
102531,3,رجع,rj3,come back | get back | go back | return,NO_GLOSS,"come back to place where one has been before, or return to a previous activity"
102693,3,تنا,tna,bend | flex,NO_GLOSS,form a curve
102788,3,نهج,n8ej,approach | come near | come on | draw close | draw near | go up | near,NO_GLOSS,move towards
102796,3,زرب,zreb,hurry | speed | travel rapidly | zip,NO_GLOSS,move very fast
102850,3,تدفّق,tdffe9,flow | flux,NO_GLOSS,move or progress freely as if in a stream
102884,3,داز,daz,elapse | glide by | go along | go by | lapse | pass | slide by | slip away | slip by,NO_GLOSS,pass by
102894,3,هرب,8reb,flee | fly | take flight,NO_GLOSS,run away quickly
103127,3,قسّح,9sse7,ache | hurt | suffer,NO_GLOSS,feel physical pain
103131,3,قسّح,9sse7,ache | hurt | smart,NO_GLOSS,be the source of pain
103145,3,شم,chm,smell,NO_GLOSS,inhale the odor of; perceive by the olfactory sense
103215,3,عرض,3reD,display | exhibit | expose,NO_GLOSS,"to show, make visible or apparent"
103337,3,تأمّل,t2emmel,contemplate,NO_GLOSS,look at thoughtfully; observe deep in thought
103365,3,سمع,sme3,listen,NO_GLOSS,hear with intention
